Ano;Mês;"Código ISIC Grupo";"Descrição ISIC Grupo";"Valor FOB (US$)";"Quilograma Líquido"
2003;05;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";408945;78870
2003;06;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";356989;76629
2003;04;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";252937;54090
2003;03;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";208869;27862
2003;07;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";165886;30828
2003;12;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";111273;14612
2003;02;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";39145;4464
2002;07;293;"Fabricação de peças e acessórios para veículos automotores";197592369;32190886
2002;08;293;"Fabricação de peças e acessórios para veículos automotores";188302770;29922958
2002;10;293;"Fabricação de peças e acessórios para veículos automotores";180750494;29552905
2002;04;293;"Fabricação de peças e acessórios para veículos automotores";168178038;28055617
2002;05;291;"Fabricação de veículos automotores";163665251;21190416
2002;05;293;"Fabricação de peças e acessórios para veículos automotores";162541569;28008732
2002;11;293;"Fabricação de peças e acessórios para veículos automotores";160209825;26056776
2002;03;293;"Fabricação de peças e acessórios para veículos automotores";153230646;26489580
2002;06;293;"Fabricação de peças e acessórios para veículos automotores";152070770;27262179
2002;09;293;"Fabricação de peças e acessórios para veículos automotores";150619991;23572191
2002;04;291;"Fabricação de veículos automotores";140980463;18978991
2002;02;293;"Fabricação de peças e acessórios para veículos automotores";140173914;24264146
2002;03;291;"Fabricação de veículos automotores";138180949;17999304
2002;07;291;"Fabricação de veículos automotores";138180649;17799182
2002;01;293;"Fabricação de peças e acessórios para veículos automotores";135087514;20786557
2002;12;293;"Fabricação de peças e acessórios para veículos automotores";133106920;22332614
2002;08;291;"Fabricação de veículos automotores";127357857;15809277
2002;10;291;"Fabricação de veículos automotores";109502595;15258684
2002;06;291;"Fabricação de veículos automotores";108893911;14735382
2002;11;291;"Fabricação de veículos automotores";107951640;14707411
2002;01;291;"Fabricação de veículos automotores";102193933;13575828
2002;02;291;"Fabricação de veículos automotores";98693207;12773061
2002;09;291;"Fabricação de veículos automotores";85224681;10575757
2002;12;291;"Fabricação de veículos automotores";66928681;8833914
2002;05;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1969234;118172
2002;08;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1752755;246673
2002;06;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1477560;95585
2002;01;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1137539;216962
2002;07;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";885897;88224
2002;12;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";540832;101977
2002;03;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";479975;82012
2002;09;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";341292;57756
2002;02;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";268693;43881
2002;11;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";195976;48066
2002;10;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";173830;39180
2002;04;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";168119;45167
2001;04;291;"Fabricação de veículos automotores";265589155;33808331
2001;03;291;"Fabricação de veículos automotores";244558545;31186015
2001;06;291;"Fabricação de veículos automotores";240649518;29450851
2001;05;293;"Fabricação de peças e acessórios para veículos automotores";229777911;36952634
2001;05;291;"Fabricação de veículos automotores";229436998;28489145
2001;03;293;"Fabricação de peças e acessórios para veículos automotores";224663776;36938224
2001;07;291;"Fabricação de veículos automotores";209691518;26397143
2001;01;291;"Fabricação de veículos automotores";209222117;25875969
2001;04;293;"Fabricação de peças e acessórios para veículos automotores";204571539;32660037
2001;02;291;"Fabricação de veículos automotores";191122866;24182413
2001;07;293;"Fabricação de peças e acessórios para veículos automotores";191087735;31628714
2001;08;293;"Fabricação de peças e acessórios para veículos automotores";188243780;29478091
2001;06;293;"Fabricação de peças e acessórios para veículos automotores";187117188;30839400
2001;08;291;"Fabricação de veículos automotores";184719822;23109772
2001;01;293;"Fabricação de peças e acessórios para veículos automotores";175880859;25574280
2001;09;291;"Fabricação de veículos automotores";170143996;21182557
2001;10;291;"Fabricação de veículos automotores";165149420;19070923
2001;02;293;"Fabricação de peças e acessórios para veículos automotores";155197555;24570957
2001;11;291;"Fabricação de veículos automotores";154224018;18073679
2001;10;293;"Fabricação de peças e acessórios para veículos automotores";152323309;25553669
2001;09;293;"Fabricação de peças e acessórios para veículos automotores";139205879;21981741
2001;11;293;"Fabricação de peças e acessórios para veículos automotores";129988963;20173636
2001;12;291;"Fabricação de veículos automotores";113523351;14404648
2001;12;293;"Fabricação de peças e acessórios para veículos automotores";90192750;14113344
2001;03;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";3160499;721424
2001;04;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";2642514;532402
2001;06;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";2428320;513205
2001;11;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";2210170;485243
2001;07;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";2019336;530403
2001;05;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1803628;412295
2001;02;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1801416;381454
2001;01;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1672208;324092
2001;08;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1623361;460487
2001;12;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1449014;260708
2001;10;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1360641;340037
2001;09;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1204777;316191
2000;09;291;"Fabricação de veículos automotores";307998973;38815260
2000;11;291;"Fabricação de veículos automotores";245047702;31111226
2000;12;291;"Fabricação de veículos automotores";240427997;29315862
2000;08;291;"Fabricação de veículos automotores";235774994;30190486
2000;08;293;"Fabricação de peças e acessórios para veículos automotores";227452084;35167524
2000;10;291;"Fabricação de veículos automotores";219608499;27824709
2000;07;291;"Fabricação de veículos automotores";216452144;27149626
2000;07;293;"Fabricação de peças e acessórios para veículos automotores";210902781;32658565
2000;05;293;"Fabricação de peças e acessórios para veículos automotores";206102625;33265379
2000;06;293;"Fabricação de peças e acessórios para veículos automotores";204042569;31870244
2000;06;291;"Fabricação de veículos automotores";198933081;25209022
2000;09;293;"Fabricação de peças e acessórios para veículos automotores";195059746;31434531
2000;05;291;"Fabricação de veículos automotores";186121933;22800384
2000;11;293;"Fabricação de peças e acessórios para veículos automotores";176245480;28524713
2000;10;293;"Fabricação de peças e acessórios para veículos automotores";173708196;28183090
2000;03;293;"Fabricação de peças e acessórios para veículos automotores";172885515;25602362
2000;04;293;"Fabricação de peças e acessórios para veículos automotores";170813210;25596716
2000;02;293;"Fabricação de peças e acessórios para veículos automotores";167458770;24027781
2000;04;291;"Fabricação de veículos automotores";152963330;19407201
2000;03;291;"Fabricação de veículos automotores";151206358;18745565
2000;12;293;"Fabricação de peças e acessórios para veículos automotores";128638925;20205316
2000;01;293;"Fabricação de peças e acessórios para veículos automotores";119118722;15990876
2000;02;291;"Fabricação de veículos automotores";111637486;14884175
2000;01;291;"Fabricação de veículos automotores";81490934;9735680
2000;03;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";3836950;1049846
2000;09;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";2592449;670996
2000;10;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";2428590;464838
2000;06;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";2325363;414888
2000;08;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";2319092;425405
2000;07;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";2160683;383720
2000;05;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1865707;346761
2000;11;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1827366;404728
2000;02;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1805655;338596
2000;04;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1533875;319204
2000;12;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1513904;307910
2000;01;292;"Fabricação de carroçarias para veículos automóveis; fabricação de reboques e semi-reboques";1161293;226287
